electorate,locality_suburb,postcode,state
Cowper,Bonville,2450,NSW
Cowper,Bostobrick,2453,NSW
Cowper,Bowraville,2449,NSW
Cowper,Brierfield,2454,NSW
Cowper,Brooklana,2450,NSW
Cowper,Bruxner Park,2450,NSW
Cowper,Buckra Bendinni,2449,NSW
Cowper,Bundagen,2454,NSW
Cowper,Burnt Bridge,2440,NSW
Cowper,Burrapine,2447,NSW
Cowper,Cascade,2453,NSW
Cowper,Clybucca,2440,NSW
Cowper,Coffs Harbour,2450,NSW
Cowper,Collombatti,2440,NSW
Cowper,Collombatti Rail,2440,NSW
Cowper,Comara,2440,NSW
Cowper,Congarinni,2447,NSW
Cowper,Congarinni North,2447,NSW
Cowper,Cooperabung,2441,NSW
Cowper,Corangula,2440,NSW
Cowper,Crescent Head,2440,NSW
Cowper,Crossmaglen,2441,NSW
Cowper,Dairyville,2450,NSW
Cowper,Darkwood,2454,NSW
Cowper,Deep Creek,2440,NSW
Cowper,Deer Vale,2453,NSW
Cowper,Dondingalong,2440,NSW
Cowper,Donnellyville,2447,NSW
Cowper,Dorrigo,2453,NSW
Cowper,Dorrigo Mountain,2453,NSW
Cowper,Dungay Creek,2440,NSW
Cowper,East Kempsey,2440,NSW
Cowper,Eungai Creek,2441,NSW
Cowper,Eungai Rail,2441,NSW
Cowper,Euroka,2440,NSW
Cowper,Fernbank Creek,2444,NSW
Cowper,Fernbrook,2453,NSW
Cowper,Fernmount,2454,NSW
Cowper,Fishermans Reach,2441,NSW
Cowper,Frederickton,2440,NSW
Cowper,Girralong,2449,NSW
Cowper,Gladstone,2440,NSW
Cowper,Gleniffer,2454,NSW
Cowper,Glenrock,2440,NSW
Cowper,Grassy Head,2441,NSW
Cowper,Greenhill,2440,NSW
Cowper,Gum Scrub,2441,NSW
Cowper,Gumma,2447,NSW
Cowper,Hacks Ferry,2441,NSW
Cowper,Hampden Hall,2440,NSW
Cowper,Hat Head,2440,NSW
Cowper,Hickeys Creek,2440,NSW
Cowper,Hydes Creek,2454,NSW
Cowper,Hyland Park,2448,NSW
Cowper,Jacks Crossing,2440,NSW
Cowper,Jerseyville,2431,NSW
Cowper,Kalang,2454,NSW
Cowper,Kempsey,2440,NSW
Cowper,Kennaicle Creek,2449,NSW
Cowper,Kinchela,2440,NSW
Cowper,Korora,2450,NSW
Cowper,Korora Basin,2450,NSW
Cowper,Korora Bay,2450,NSW
Cowper,Kundabung,2441,NSW
Cowper,Leigh,2453,NSW
Cowper,Lewis Creek,2440,NSW
Cowper,Limeburners Creek,2324,NSW
Cowper,Limeburners Creek,2444,NSW
Cowper,Lower Nambucca,2448,NSW
Cowper,Lower Taylors Arm,2447,NSW
Cowper,Macksville,2447,NSW
Cowper,Macleay Park,2440,NSW
Cowper,Maynards Plains,2453,NSW
Cowper,Megan,2453,NSW
Cowper,Meldrum,2453,NSW
Cowper,Mid Sapphire,2450,NSW
Cowper,Middle Boambee,2450,NSW
Cowper,Millbank,2440,NSW
Cowper,Missabotti,2449,NSW
Cowper,Mooneba,2440,NSW
Cowper,Moparrabah,2440,NSW
Cowper,Mungay Creek,2440,NSW
Cowper,Mylestom,2454,NSW
Cunningham,Audley,2232,NSW
Cunningham,Austinmer,2515,NSW
Cunningham,Balgownie,2519,NSW
Cunningham,Bellambi,2518,NSW
Cunningham,Bulli,2516,NSW
Cunningham,Bulli Tops,2516,NSW
Cunningham,Clifton,2515,NSW
Cunningham,Coachwood Park,2526,NSW
Cunningham,Coalcliff,2508,NSW
Cunningham,Coledale,2515,NSW
Cunningham,Coniston,2500,NSW
Cunningham,Cordeaux Heights,2526,NSW
Cunningham,Corrimal,2518,NSW
Cunningham,Darkes Forest,2508,NSW
Cunningham,Deer Park,2232,NSW
Cunningham,East Corrimal,2518,NSW
Cunningham,Fairy Meadow,2519,NSW
Cunningham,Farmborough Chase,2526,NSW
Cunningham,Farmborough Heights,2526,NSW
Cunningham,Fernhill,2519,NSW
Cunningham,Figtree,2525,NSW
Cunningham,Gwynneville,2500,NSW
Cunningham,Helensburgh,2508,NSW
Cunningham,Keiraville,2500,NSW
Cunningham,Kembla Heights,2526,NSW
Cunningham,Kemblawarra,2505,NSW
Cunningham,Lake Heights,2502,NSW
Cunningham,Lilyvale,2508,NSW
Cunningham,Maddens Plains,2508,NSW
Cunningham,Mangerton,2500,NSW
Cunningham,Mount Keira,2500,NSW
Cunningham,Mount Kembla,2526,NSW
Cunningham,Mount Ousley,2519,NSW
Cunningham,Mount Pleasant,2519,NSW
Cunningham,Mount Saint Thomas,2500,NSW
Cunningham,North Wollongong,2500,NSW
Cunningham,Otford,2508,NSW
Cunningham,Port Kembla,2505,NSW
Cunningham,Royal National Park,2232,NSW
Cunningham,Russell Vale,2517,NSW
Cunningham,Scarborough,2515,NSW
Cunningham,Stanwell Park,2508,NSW
Cunningham,Stanwell Tops,2508,NSW
Cunningham,Tarrawanna,2518,NSW
Cunningham,Thirroul,2515,NSW
Cunningham,Towradgi,2518,NSW
Cunningham,Unanderra,2526,NSW
Cunningham,Warrawong,2502,NSW
Cunningham,West Wollongong,2500,NSW
Cunningham,Wollongong,2500,NSW
Cunningham,Wombarra,2515,NSW
Cunningham,Woonona,2517,NSW
Cunningham,Woronora Dam,2508,NSW
Curtin,Churchlands,6018,WA
Curtin,City Beach,6015,WA
Curtin,Claremont,6010,WA
Curtin,Cottesloe,6011,WA
Curtin,Crawley,6009,WA
Curtin,Daglish,6008,WA
Curtin,Dalkeith,6009,WA
Curtin,Doubleview,6018,WA
Curtin,Floreat,6014,WA
Curtin,Glendalough,6016,WA
Curtin,Innaloo,6018,WA
Curtin,Jolimont,6014,WA
Curtin,Karrakatta,6010,WA
Curtin,Karrinyup,6018,WA
Curtin,Mosman Park,6012,WA
Curtin,Mt Claremont,6010,WA
Curtin,Nedlands,6009,WA
Curtin,Osborne Park,6017,WA
Curtin,Peppermint Grove,6011,WA
Curtin,Scarborough,6019,WA
Curtin,Shenton Park,6008,WA
Curtin,Subiaco,6008,WA
Curtin,Swanbourne,6010,WA
Curtin,Wembley,6014,WA
Curtin,Wembley Downs,6019,WA
Curtin,West Leederville,6007,WA
Curtin,Woodlands,6018,WA
Dawson,Airdmillan,4807,QLD
Dawson,Airlie Beach,4802,QLD
Dawson,Airville,4807,QLD
Dawson,Alligator Creek,4816,QLD
Dawson,Alva,4807,QLD
Dawson,Andergrove,4740,QLD
Dawson,Andromache,4800,QLD
Dawson,Annandale,4814,QLD
Dawson,Ayr,4807,QLD
Dawson,Ball Bay,4741,QLD
Dawson,Balnagowan,4740,QLD
Dawson,Barratta,4809,QLD
Dawson,Beaconsfield,4740,QLD
Dawson,Belmunda,4740,QLD
Dawson,Binbee,4805,QLD
Dawson,Blacks Beach,4740,QLD
Dawson,Bloomsbury,4799,QLD
Dawson,Bogie,4805,QLD
Dawson,Bowen,4805,QLD
Dawson,Brampton Island,4741,QLD
Dawson,Brandon,4808,QLD
Dawson,Brandy Creek,4800,QLD
Dawson,Breadalbane,4800,QLD
Dawson,Bucasia,4750,QLD
Dawson,Calen,4798,QLD
Dawson,Camp Island,4805,QLD
Dawson,Cannon Valley,4800,QLD
Dawson,Cannonvale,4802,QLD
Dawson,Cape Cleveland,4810,QLD
Dawson,Cape Conway,4800,QLD
Dawson,Cape Ferguson,4810,QLD
Dawson,Cape Gloucester,4800,QLD
Dawson,Cape Hillsborough,4740,QLD
Dawson,Carstairs,4806,QLD
Dawson,Clare,4807,QLD
Dawson,Cluden,4811,QLD
Dawson,Colevale,4808,QLD
Dawson,Conway,4800,QLD
Dawson,Conway Beach,4800,QLD
Dawson,Cremorne,4740,QLD
Dawson,Cromarty,4809,QLD
Dawson,Crystal Brook,4800,QLD
Dawson,Cungulla,4816,QLD
Dawson,Daydream Island,4741,QLD
Dawson,Dent Island,4803,QLD
Dawson,Dingo Beach,4800,QLD
Dawson,Dittmer,4800,QLD
Dawson,Dolphin Heads,4740,QLD
Dawson,Dumbleton,4740,QLD
Dawson,Eaglemount Heights,4740,QLD
Dawson,East Mackay,4740,QLD
Dawson,Eimeo,4740,QLD
Dawson,Erakala,4740,QLD
Dawson,Fairfield Waters,4811,QLD
Dawson,Farleigh,4741,QLD
Dawson,Farrier Island,4740,QLD
Dawson,Flametree,4802,QLD
Dawson,Foulden,4740,QLD
Dawson,Foxdale,4800,QLD
Dawson,Fredericksfield,4806,QLD
Dawson,Giru,4809,QLD
Dawson,Glen Isla,4800,QLD
Dawson,Glenella,4740,QLD
Dawson,Gloucester Island,4805,QLD
Dawson,Goorganga Creek,4800,QLD
Dawson,Gregory River,4800,QLD
Dawson,Groper Creek,4806,QLD
Dawson,Gumlu,4805,QLD
Dawson,Gunyarra,4800,QLD
Dawson,Guthalungra,4805,QLD
Dawson,Habana,4740,QLD
Dawson,Haliday Bay,4740,QLD
Dawson,Hamilton Island,4803,QLD
Dawson,Hamilton Plains,4800,QLD
Dawson,Hampden,4741,QLD
Dawson,Hayman Island,4801,QLD
Dawson,Hideaway Bay,4800,QLD
Dawson,Home Hill,4806,QLD
Dawson,Hook Island,4741,QLD
Dawson,Horseshoe Lagoon,4809,QLD
Dawson,Idalia,4811,QLD
Dawson,Inkerman,4806,QLD
Dawson,Jarvisfield,4807,QLD
Dawson,Jerona,4809,QLD
Dawson,Jubilee Pocket,4802,QLD
Dawson,Julago,4816,QLD
Dawson,Kalamia,4807,QLD
Dawson,Kelsey Creek,4800,QLD
Dawson,Keswick Island,4740,QLD
Dawson,Kirknie,4806,QLD
Dawson,Kuttabul,4741,QLD
Dawson,Laguna Quays,4800,QLD
Dawson,Lake Proserpine,4800,QLD
Dawson,Lamberts Beach,4740,QLD
Dawson,Lethebrook,4800,QLD
Dawson,Lindeman Island,4741,QLD
Dawson,Long Island,4741,QLD
Dawson,Mackay,4740,QLD
Dawson,Mackay Harbour,4740,QLD
Deakin,Bayswater North,3153,VIC
Deakin,Croydon,3136,VIC
Deakin,Croydon Hills,3136,VIC
Deakin,Croydon North,3136,VIC
Deakin,Croydon South,3136,VIC
Deakin,East Ringwood,3135,VIC
Deakin,Forest Hill,3131,VIC
Deakin,Heatherdale,3132,VIC
Deakin,Heathmont,3135,VIC
Deakin,Kilsyth,3137,VIC
Deakin,Kilsyth South,3137,VIC
Deakin,Mitcham,3132,VIC
Deakin,Mooroolbark,3138,VIC
Deakin,North Bayswater,3153,VIC
Deakin,North Croydon,3136,VIC
Deakin,North Ringwood,3134,VIC
Deakin,Nunawading,3131,VIC
Deakin,Park Orchards,3114,VIC
Deakin,Ringwood,3134,VIC
Deakin,Ringwood East,3135,VIC
Deakin,Ringwood North,3134,VIC
Deakin,South Croydon,3136,VIC
Deakin,South Kilsyth,3137,VIC
Deakin,South Vermont,3133,VIC
Deakin,Vermont,3133,VIC
Deakin,Vermont South,3133,VIC
Dickson,Albany Creek,4035,QLD
Dickson,Arana Hills,4054,QLD
Dickson,Armstrong Creek,4520,QLD
Dickson,Bray Park,4500,QLD
Dickson,Brendale,4500,QLD
Dickson,Bridgeman Downs,4035,QLD
Dickson,Bunya,4055,QLD
Dickson,Camp Mountain,4520,QLD
Dickson,Cashmere,4500,QLD
Dickson,Cedar Creek,4520,QLD
Dickson,Clear Mountain,4500,QLD
Dickson,Closeburn,4520,QLD
Dickson,Dayboro,4521,QLD
Dickson,Draper,4520,QLD
Dickson,Eatons Hill,4037,QLD
Dickson,Everton Hills,4053,QLD
Dickson,Ferny Hills,4055,QLD
Dickson,Highvale,4520,QLD
Dickson,Jollys Lookout,4520,QLD
Dickson,Joyner,4500,QLD
Dickson,Kallangur,4503,QLD
Dickson,King Scrub,4521,QLD
Dickson,Kobble Creek,4520,QLD
Dickson,Kurwongbah,4503,QLD
Dickson,Laceys Creek,4521,QLD
Dickson,Lawnton,4501,QLD
Dickson,Mcdowall,4053,QLD
Dickson,Mount Glorious,4520,QLD
Dickson,Mount Nebo,4520,QLD
Dickson,Mount Pleasant,4521,QLD
Dickson,Mount Samson,4520,QLD
Dickson,Murrumba Downs,4503,QLD
Dickson,Narangba,4504,QLD
Dickson,Ocean View,4521,QLD
Dickson,Petrie,4502,QLD
Dickson,Rush Creek,4521,QLD
Dickson,Samford,4520,QLD
Dickson,Samford Valley,4520,QLD
Dickson,Samford Village,4520,QLD
Dickson,Samsonvale,4520,QLD
Dickson,Strathpine,4500,QLD
Dickson,Warner,4500,QLD
Dickson,Whiteside,4503,QLD
Dickson,Wights Mountain,4520,QLD
Dickson,Yugar,4520,QLD
Dobell,Alison,2259,NSW
Dobell,Bateau Bay,2261,NSW
Dobell,Berkeley Vale,2261,NSW
Dobell,Blue Bay,2261,NSW
Dobell,Blue Haven,2262,NSW
Dobell,Bushells Ridge,2259,NSW
Dobell,Canton Beach,2263,NSW
Dobell,Cedar Brush Creek,2259,NSW
Dobell,Charmhaven,2263,NSW
Dobell,Chittaway Bay,2261,NSW
Dobell,Chittaway Point,2261,NSW
Dobell,Dooralong,2259,NSW
Dobell,Doyalson,2262,NSW
Dobell,Durren Durren,2259,NSW
Dobell,Erina Heights,2260,NSW
Dobell,Forresters Beach,2260,NSW
Dobell,Fountaindale,2258,NSW
Dobell,Glenning Valley,2261,NSW
Dobell,Gorokan,2263,NSW
Dobell,Halloran,2259,NSW
Dobell,Hamlyn Terrace,2259,NSW
Dobell,Holgate,2250,NSW
Dobell,Jilliby,2259,NSW
Dobell,Kangy Angy,2258,NSW
Dobell,Kanwal,2259,NSW
Dobell,Kiar,2259,NSW
Dobell,Killarney Vale,2261,NSW
Dobell,Kulnura,2250,NSW
Dobell,Lake Haven,2263,NSW
Dobell,Lemon Tree,2259,NSW
Dobell,Lisarow,2250,NSW
Dobell,Little Jilliby,2259,NSW
Dobell,Long Jetty,2261,NSW
Dobell,Magenta,2261,NSW
Dobell,Mardi,2259,NSW
Dobell,Matcham,2250,NSW
Dobell,Mount Elliot,2250,NSW
Dobell,Narara,2250,NSW
Dobell,Niagara Park,2250,NSW
Dobell,Norah Head,2263,NSW
Dobell,Noraville,2263,NSW
Dobell,Ourimbah,2258,NSW
Dobell,Palm Grove,2258,NSW
Dobell,Palmdale,2258,NSW
Dobell,Ravensdale,2259,NSW
Dobell,Rocky Point,2259,NSW
Dobell,Shelly Beach,2261,NSW
Dobell,Tacoma,2259,NSW
Dobell,Tacoma South,2259,NSW
Dobell,The Entrance,2261,NSW
Dobell,The Entrance North,2261,NSW
Dobell,Toowoon Bay,2261,NSW
Dobell,Toukley,2263,NSW
Dobell,Tuggerah,2259,NSW
Dobell,Tuggerawong,2259,NSW
Dobell,Tumbi Umbi,2261,NSW
Dobell,Wadalba,2259,NSW
Dobell,Wallarah,2259,NSW
Dobell,Wamberal,2260,NSW
Dobell,Warnervale,2259,NSW
Dobell,Watanobbi,2259,NSW
Dobell,Woongarrah,2259,NSW
Dobell,Wyee,2259,NSW
Dobell,Wyoming,2250,NSW
Dobell,Wyong,2259,NSW
Dobell,Wyong Creek,2259,NSW
Dobell,Wyongah,2259,NSW
Dobell,Yarramalong,2259,NSW
Dunkley,Carrum Downs,3201,VIC
Dunkley,Frankston,3199,VIC
Dunkley,Frankston North,3200,VIC
Dunkley,Frankston South,3199,VIC
Dunkley,Karingal,3199,VIC
Dunkley,Langwarrin,3910,VIC
Dunkley,Langwarrin South,3911,VIC
Dunkley,Mount Eliza,3930,VIC
Dunkley,Sandhurst,3977,VIC
Dunkley,Seaford,3198,VIC
Dunkley,Skye,3977,VIC
Durack,Ajana,6532,WA
Durack,Allanooka,6525,WA
Durack,Alma,6535,WA
Durack,Ambania,6632,WA
Durack,Angelo River,6642,WA
Durack,Ardath,6419,WA
Durack,Arrino,6519,WA
Durack,Arrowsmith,6525,WA
Durack,Arrowsmith East,6519,WA
Durack,Baandee,6412,WA
Durack,Babakin,6428,WA
Durack,Babbage Island,6701,WA
Durack,Badgerin Rock,6475,WA
Durack,Badgingarra,6521,WA
Durack,Badjaling,6383,WA
Durack,Balkuling,6383,WA
Durack,Balla Balla,6714,WA
Durack,Ballidu,6606,WA
Durack,Barbalin,6479,WA
Durack,Barberton,6510,WA
Durack,Barrow Island,6712,WA
Durack,Baynton,6714,WA
Durack,Bayulu,6765,WA
Durack,Beachlands,6530,WA
Durack,Beacon,6472,WA
Durack,Beagle Bay,6725,WA
Durack,Bencubbin,6477,WA
Durack,Benjaberring,6463,WA
Durack,Beresford,6530,WA
Durack,Berkshire Valley,6510,WA
Durack,Bidyadanga,6725,WA
Durack,Bilingurr,6725,WA
Durack,Bimbijy,6472,WA
Durack,Bindi Bindi,6574,WA
Durack,Binnu,6532,WA
Durack,Bluff Point,6530,WA
Durack,Bodallin,6424,WA
Durack,Bolgart,6568,WA
Durack,Bonnie Rock,6479,WA
Durack,Bonniefield,6525,WA
Durack,Boodarie,6722,WA
Durack,Boodarockin,6423,WA
Durack,Bookara,6525,WA
Durack,Booralaming,6475,WA
Durack,Bootenal,6532,WA
Durack,Boothendarra,6521,WA
Durack,Bowes,6535,WA
Durack,Bowgada,6623,WA
Durack,Bringo,6532,WA
Durack,Brockman,6701,WA
Durack,Broome,6725,WA
Durack,Brown Range,6701,WA
Durack,Bruce Rock,6418,WA
Durack,Bulgarra,6714,WA
Durack,Buller,6532,WA
Durack,Bullfinch,6484,WA
Durack,Bundanoon,6522,WA
Durack,Bunjil,6623,WA
Durack,Buntine,6613,WA
Durack,Burakin,6467,WA
Durack,Burma Road,6532,WA
Durack,Burracoppin,6421,WA
Durack,Burran Rock,6490,WA
Durack,Burrup,6714,WA
Durack,Cable Beach,6726,WA
Durack,Cadoux,6466,WA
Durack,Calingiri,6569,WA
Durack,Camballin,6728,WA
Durack,Cambridge Gulf,6743,WA
Durack,Cane,6710,WA
Durack,Canna,6627,WA
Durack,Cape Burney,6532,WA
Durack,Cape Range National Park,6707,WA
Durack,Capricorn,6642,WA
Durack,Carani,6566,WA
Durack,Carbla,6701,WA
Durack,Carnamah,6517,WA
Durack,Carnarvon,6701,WA
Durack,Carrabin,6423,WA
Durack,Carrarang,6532,WA
Durack,Cataby,6507,WA
Durack,Cervantes,6511,WA
Durack,Chandler,6490,WA
Durack,Chichester,6751,WA
Durack,Cleary,6472,WA
Durack,Coburn,6532,WA
Durack,Cooladar Hill,6638,WA
Durack,Coolcalalaya,6532,WA
Durack,Cooljarloo,6507,WA
Durack,Coomberdale,6512,WA
Durack,Coorow,6515,WA
Durack,Cooya Pooya,6714,WA
Durack,Coral Bay,6701,WA
Durack,Corinthia,6426,WA
Durack,Cossack,6720,WA
Durack,Cowcowing,6485,WA
Durack,Cramphorne,6420,WA
Durack,Cubbine,6383,WA
Durack,Cue,6640,WA
Durack,Cunderdin,6407,WA
Eden-Monaro,Adaminaby,2629,NSW
Eden-Monaro,Adelong,2729,NSW
Eden-Monaro,Akolele,2546,NSW
Eden-Monaro,Ando,2631,NSW
Eden-Monaro,Anembo,2621,NSW
Eden-Monaro,Angledale,2550,NSW
Eden-Monaro,Anglers Reach,2629,NSW
Eden-Monaro,Arable,2630,NSW
Eden-Monaro,Araluen,2622,NSW
Eden-Monaro,Argalong,2720,NSW
Eden-Monaro,Avonside,2628,NSW
Eden-Monaro,Back Creek,2622,NSW
Eden-Monaro,Badja,2630,NSW
Eden-Monaro,Bald Hills,2549,NSW
Eden-Monaro,Ballalaba,2622,NSW
Eden-Monaro,Bangadang,2729,NSW
Eden-Monaro,Bango,2582,NSW
Eden-Monaro,Barragga Bay,2546,NSW
Eden-Monaro,Batlow,2730,NSW
Eden-Monaro,Beauty Point,2546,NSW
Eden-Monaro,Bega,2550,NSW
Eden-Monaro,Bellmount Forest,2581,NSW
Eden-Monaro,Beloka,2628,NSW
Eden-Monaro,Belowra,2545,NSW
Eden-Monaro,Bemboka,2550,NSW
Eden-Monaro,Bendoura,2622,NSW
Eden-Monaro,Berlang,2622,NSW
Eden-Monaro,Bermagui,2546,NSW
Eden-Monaro,Bermagui South,2546,NSW
Eden-Monaro,Berrambool,2548,NSW
Eden-Monaro,Berridale,2628,NSW
Eden-Monaro,Bibbenluke,2632,NSW
Eden-Monaro,Billilingra,2630,NSW
Eden-Monaro,Bimbaya,2550,NSW
Eden-Monaro,Bimberi,2611,NSW
Eden-Monaro,Binalong,2584,NSW
Eden-Monaro,Binjura,2630,NSW
Eden-Monaro,Black Creek,2729,NSW
Eden-Monaro,Black Range,2550,NSW
Eden-Monaro,Blowering,2720,NSW
Eden-Monaro,Boambolo,2582,NSW
Eden-Monaro,Bobundara,2630,NSW
Eden-Monaro,Boco,2631,NSW
Eden-Monaro,Bodalla,2545,NSW
Eden-Monaro,Bogong Peaks Wilderness,2720,NSW
Eden-Monaro,Bolaro,2629,NSW
Eden-Monaro,Bombala,2632,NSW
Eden-Monaro,Bombay,2622,NSW
Eden-Monaro,Bombowlee,2720,NSW
Eden-Monaro,Bombowlee Creek,2720,NSW
Eden-Monaro,Bookham,2582,NSW
Eden-Monaro,Boro,2622,NSW
Eden-Monaro,Bournda,2548,NSW
Eden-Monaro,Bowning,2582,NSW
Eden-Monaro,Boydtown,2551,NSW
Eden-Monaro,Braemar Bay,2630,NSW
Eden-Monaro,Braidwood,2622,NSW
Eden-Monaro,Bredbo,2626,NSW
Eden-Monaro,Brindabella,2611,NSW
Eden-Monaro,Bringenbrong,3707,NSW
Eden-Monaro,Broadwater,2549,NSW
Eden-Monaro,Brogo,2550,NSW
Eden-Monaro,Brungle,2722,NSW
Eden-Monaro,Brungle Creek,2722,NSW
Eden-Monaro,Buckajo,2550,NSW
Eden-Monaro,Buckenderra,2630,NSW
Eden-Monaro,Budawang,2622,NSW
Eden-Monaro,Bukalong,2632,NSW
Eden-Monaro,Bumbalong,2626,NSW
Eden-Monaro,Bunga,2550,NSW
Eden-Monaro,Bungarby,2630,NSW
Eden-Monaro,Bungendore,2621,NSW
Eden-Monaro,Bunyan,2630,NSW
Eden-Monaro,Burra,2620,NSW
Eden-Monaro,Burra,2653,NSW
Eden-Monaro,Burragate,2550,NSW
Eden-Monaro,Burrinjuck,2582,NSW
Eden-Monaro,Butmaroo,2621,NSW
Eden-Monaro,Byadbo Wilderness,2628,NSW
Eden-Monaro,Bywong,2621,NSW
Eden-Monaro,Cabramurra,2629,NSW
Eden-Monaro,Cadgee,2545,NSW
Eden-Monaro,Califat,2729,NSW
Eden-Monaro,Cambalong,2632,NSW
Eden-Monaro,Candelo,2550,NSW
Eden-Monaro,Captains Flat,2623,NSW
Eden-Monaro,Carlaminda,2630,NSW
Eden-Monaro,Carwoola,2620,NSW
Eden-Monaro,Cathcart,2632,NSW
Eden-Monaro,Cavan,2582,NSW
Eden-Monaro,Central Tilba,2546,NSW
Eden-Monaro,Chakola,2630,NSW
Eden-Monaro,Charleys Forest,2622,NSW
Eden-Monaro,Charlottes Pass,2624,NSW
Eden-Monaro,Chinnock,2550,NSW
Eden-Monaro,Clear Range,2620,NSW
Eden-Monaro,Cobargo,2550,NSW
Eden-Monaro,Colinton,2626,NSW
Eden-Monaro,Collector,2581,NSW
Eden-Monaro,Coolagolite,2550,NSW
Fadden,Alberton,4207,QLD
Fadden,Arundel,4214,QLD
Fadden,Biggera Waters,4216,QLD
Fadden,Coombabah,4216,QLD
Fadden,Coomera,4209,QLD
Fadden,Gaven,4211,QLD
Fadden,Gilberton,4208,QLD
Fadden,Helensvale,4212,QLD
Fadden,Hollywell,4216,QLD
Fadden,Hope Island,4212,QLD
Fadden,Jacobs Well,4208,QLD
Fadden,Labrador,4215,QLD
Fadden,Maudsland,4210,QLD
Fadden,Norwell,4208,QLD
Fadden,Ormeau,4208,QLD
Fadden,Oxenford,4210,QLD
Fadden,Pacific Pines,4211,QLD
Fadden,Paradise Point,4216,QLD
Fadden,Parkwood,4214,QLD
Fadden,Pimpama,4209,QLD
Fadden,Runaway Bay,4216,QLD
Fadden,Sanctuary Cove,4212,QLD
Fadden,South Stradbroke,4216,QLD
Fadden,Southport,4215,QLD
Fadden,Stapylton,4207,QLD
Fadden,Steiglitz,4207,QLD
Fadden,Tabby Tabby Island,4207,QLD
Fadden,Woongoolba,4207,QLD
Fairfax,Alexandra Headland,4572,QLD
Fairfax,Belli Park,4562,QLD
Fairfax,Bli Bli,4560,QLD
Fairfax,Bridges,4561,QLD
Fairfax,Buderim,4556,QLD
Fairfax,Burnside,4560,QLD
Fairfax,Coes Creek,4560,QLD
Fairfax,Coolabine,4574,QLD
Fairfax,Cooloolabin,4560,QLD
Fairfax,Coolum Beach,4573,QLD
Fairfax,Cotton Tree,4558,QLD
Fairfax,Diddillibah,4559,QLD
Fairfax,Doonan,4562,QLD
Fairfax,Dulong,4560,QLD
Fairfax,Eerwah Vale,4562,QLD
Fairfax,Eumundi,4562,QLD
Fairfax,Flaxton,4560,QLD
Fairfax,Forest Glen,4556,QLD
Fairfax,Gheerulla,4574,QLD
Fairfax,Highworth,4560,QLD
Fairfax,Image Flat,4560,QLD
Fairfax,Kenilworth,4574,QLD
Fairfax,Kiamba,4560,QLD
Fairfax,Kidaman Creek,4574,QLD
Fairfax,Kiels Mountain,4559,QLD
Fairfax,Kulangoor,4560,QLD
Fairfax,Kuluin,4558,QLD
Fairfax,Kunda Park,4556,QLD
Fairfax,Kureelpa,4560,QLD
Fairfax,Mapleton,4560,QLD
Fairfax,Marcoola,4564,QLD
Fairfax,Maroochy River,4561,QLD
Fairfax,Maroochydore,4558,QLD
Fairfax,Mons,4556,QLD
Fairfax,Mount Coolum,4573,QLD
Fairfax,Mountain Creek,4557,QLD
Fairfax,Mudjimba,4564,QLD
Fairfax,Nambour,4560,QLD
Fairfax,Ninderry,4561,QLD
Fairfax,North Arm,4561,QLD
Fairfax,Obi Obi,4574,QLD
Fairfax,Pacific Paradise,4564,QLD
Fairfax,Parklands,4560,QLD
Fairfax,Peregian Beach,4573,QLD
Fairfax,Peregian Springs,4573,QLD
Fairfax,Perwillowen,4560,QLD
Fairfax,Point Arkwright,4573,QLD
Fairfax,Rosemount,4560,QLD
Fairfax,Tanawha,4556,QLD
Fairfax,Towen Mountain,4560,QLD
Fairfax,Twin Waters,4564,QLD
Fairfax,Valdora,4561,QLD
Fairfax,Verrierdale,4562,QLD
Fairfax,West Woombye,4559,QLD
Fairfax,Woombye,4559,QLD
Fairfax,Yandina,4561,QLD
Fairfax,Yandina Creek,4561,QLD
Fairfax,Yaroomba,4573,QLD
Farrer,Albury,2640,NSW
Farrer,Alma Park,2659,NSW
Farrer,Anabranch North,2648,NSW
Farrer,Anabranch South,2648,NSW
Farrer,Aratula,2714,NSW
Farrer,Ardlethan,2665,NSW
Farrer,Argoon,2707,NSW
Farrer,Arumpo,2715,NSW
Farrer,Balldale,2646,NSW
Farrer,Ballingal,2680,NSW
Farrer,Balranald,2715,NSW
Farrer,Barellan,2665,NSW
Farrer,Barham,2732,NSW
Farrer,Barooga,3644,NSW
Farrer,Barratta,2710,NSW
Farrer,Beelbangera,2680,NSW
Farrer,Benerembah,2680,NSW
Farrer,Berrigan,2712,NSW
Farrer,Bilbul,2680,NSW
Farrer,Binya,2665,NSW
Farrer,Birganbigil,2710,NSW
Farrer,Blighty,2713,NSW
Farrer,Boeill Creek,2739,NSW
Farrer,Booligal,2711,NSW
Farrer,Boomanoomana,2712,NSW
Farrer,Boorga,2652,NSW
Farrer,Booroorban,2710,NSW
Farrer,Boree Creek,2652,NSW
Farrer,Bowna,2644,NSW
Farrer,Brobenah,2705,NSW
Farrer,Brocklesby,2642,NSW
Farrer,Bullatale,2710,NSW
Farrer,Bundure,2700,NSW
Farrer,Bungowannah,2640,NSW
Farrer,Bunnaloo,2731,NSW
Farrer,Buronga,2739,NSW
Farrer,Burraboi,2732,NSW
Farrer,Burrumbuttock,2642,NSW
Farrer,Caldwell,2710,NSW
Farrer,Calimo,2710,NSW
